Date,Start Time,End Time,Duration (min),From,To,KM,Trip Type,Purpose,Claim (ZAR),Month
2024-04-08,2024-04-08 16:10:24,2024-04-08 16:24:20,13.9,"-26.1295, 27.9028","-26.1091, 27.8866",3.21,Business,Meeting,14.89,April
2024-04-09,2024-04-09 06:41:28,2024-04-09 06:57:16,15.8,"-26.1094, 27.8957","-26.1294, 27.9025",3.27,Business,Local Travel,15.17,April
2024-04-09,2024-04-09 08:03:46,2024-04-09 08:46:43,43.0,"-26.1289, 27.9068","-26.1054, 27.9259",13.88,Business,Meeting,64.4,April
2024-04-09,2024-04-09 09:05:45,2024-04-09 09:15:50,10.1,"-26.1049, 27.9228","-26.1299, 27.9057",3.28,Business,Meeting,15.22,April
2024-04-09,2024-04-09 09:56:55,2024-04-09 10:09:49,12.9,"-26.1294, 27.9028","-26.1651, 27.9152",4.29,Business,Meeting,19.91,April
2024-04-09,2024-04-09 11:21:42,2024-04-09 11:59:39,38.0,"-26.1646, 27.9164","-26.1304, 27.9049",5.68,Business,Client Visit,26.36,April
2024-04-09,2024-04-09 17:17:42,2024-04-09 17:25:26,7.7,"-26.1288, 27.9024","-26.1092, 27.8859",3.06,Business,Meeting,14.2,April
2024-04-09,2024-04-09 17:31:17,2024-04-09 17:38:28,7.2,"-26.1087, 27.8855","-26.108, 27.8948",2.42,Business,Meeting,11.23,April
2024-04-10,2024-04-10 06:23:14,2024-04-10 06:48:46,25.5,"-26.1094, 27.8959","-26.1317, 27.8337",10.31,Business,General Travel,47.84,April
2024-04-10,2024-04-10 07:20:28,2024-04-10 09:03:46,103.3,"-26.1325, 27.8365","-26.0835, 27.9265",37.02,Business,Long Distance,171.77,April
2024-04-10,2024-04-10 09:47:14,2024-04-10 10:03:03,15.8,"-26.0819, 27.9264","-26.0954, 27.9259",1.51,Business,Meeting,7.01,April
2024-04-10,2024-04-10 10:13:03,2024-04-10 10:25:10,12.1,"-26.1094, 27.8956","-26.0835, 27.9265",4.47,Business,Meeting,20.74,April
2024-04-10,2024-04-10 14:49:08,2024-04-10 15:05:43,16.6,"-26.0822, 27.9268","-26.1094, 27.8958",4.88,Business,Meeting,22.64,April
2024-04-11,2024-04-11 07:22:01,2024-04-11 07:50:52,28.9,"-26.103, 27.8998","-26.1295, 27.9027",4.02,Business,Local Travel,18.65,April
2024-04-11,2024-04-11 08:59:29,2024-04-11 09:26:42,27.2,"-26.1295, 27.903","-26.0512, 27.8909",10.52,Business,Meeting,48.81,April
2024-04-11,2024-04-11 10:21:58,2024-04-11 10:56:13,34.2,"-26.0512, 27.8909","-26.0328, 28.0137",15.37,Business,Client Visit,71.32,April
2024-04-11,2024-04-11 11:21:29,2024-04-11 11:31:49,10.3,"-26.0332, 28.0115","-26.0101, 27.9939",3.44,Business,Meeting,15.96,April
2024-04-11,2024-04-11 11:53:46,2024-04-11 12:21:07,27.4,"-26.0102, 27.9948","-26.1322, 27.9005",17.95,Business,Client Visit,83.29,April
2024-04-13,2024-04-13 11:57:24,2024-04-13 12:51:28,54.1,"-26.1308, 27.8351","-26.1038, 27.9027",10.5,Business,Client Visit,48.72,April
2024-04-13,2024-04-13 13:28:00,2024-04-13 13:56:53,28.9,"-26.1041, 27.8995","-26.1294, 27.9028",2.83,Business,Meeting,13.13,April
2024-04-13,2024-04-13 17:18:15,2024-04-13 17:35:32,17.3,"-26.1295, 27.9028","-26.1096, 27.8858",3.98,Business,Meeting,18.47,April
2024-04-13,2024-04-13 17:48:00,2024-04-13 18:25:31,37.5,"-26.1093, 27.886","-26.1097, 27.8859",3.8,Business,Meeting,17.63,April
2024-04-14,2024-04-14 10:11:38,2024-04-14 10:33:33,21.9,"-26.1094, 27.8956","-26.0973, 27.9075",4.39,Business,Meeting,20.37,April
2024-04-14,2024-04-14 21:31:18,2024-04-15 08:30:10,658.9,"-26.1094, 27.8958","-26.1304, 27.9035",2.45,Business,Local Travel,11.37,April
2024-04-15,2024-04-15 09:11:35,2024-04-15 10:50:10,98.6,"-26.0921, 27.7714","-26.0906, 28.0815",36.97,Business,Client Visit,171.54,April
2024-04-15,2024-04-15 11:02:42,2024-04-15 11:50:02,47.3,"-26.0898, 28.0824","-26.0811, 27.8555",25.09,Business,Client Visit,116.42,April
2024-04-15,2024-04-15 12:15:11,2024-04-15 13:09:52,54.7,"-26.0809, 27.8543","-26.119, 27.8501",19.58,Business,Client Visit,90.85,April
2024-04-16,2024-04-16 08:55:14,2024-04-16 10:02:46,67.5,"-26.1094, 27.8958","-26.0899, 28.0822",22.03,Business,Meeting,102.22,April
2024-04-16,2024-04-16 10:20:10,2024-04-16 10:48:35,28.4,"-26.0919, 28.085","-26.1147, 28.0217",8.12,Business,Client Visit,37.68,April
2024-04-16,2024-04-16 12:26:25,2024-04-16 12:45:11,18.8,"-26.1096, 28.0173","-26.0669, 28.0173",5.29,Business,Client Visit,24.55,April
2024-04-16,2024-04-16 13:52:35,2024-04-16 14:26:38,34.0,"-26.0669, 28.0173","-26.1094, 27.8958",13.23,Business,Client Visit,61.39,April
2024-04-17,2024-04-17 06:34:05,2024-04-17 06:53:00,18.9,"-26.1094, 27.8957","-26.1294, 27.9025",2.32,Business,Local Travel,10.76,April
2024-04-17,2024-04-17 09:08:37,2024-04-17 09:21:29,12.9,"-26.1298, 27.9042","-26.1465, 27.9283",3.51,Business,Meeting,16.29,April
2024-04-17,2024-04-17 10:47:28,2024-04-17 11:14:07,26.6,"-26.1475, 27.9302","-26.1294, 27.9028",3.39,Business,Meeting,15.73,April
2024-04-18,2024-04-18 16:10:03,2024-04-18 16:19:32,9.5,"-26.1293, 27.9024","-26.1102, 27.8853",2.91,Business,Meeting,13.5,April
2024-04-18,2024-04-18 16:32:56,2024-04-18 16:44:22,11.4,"-26.1091, 27.886","-26.1094, 27.8958",2.75,Business,Meeting,12.76,April
2024-04-19,2024-04-19 06:21:09,2024-04-19 06:44:18,23.1,"-26.1094, 27.8957","-26.1307, 27.9035",2.49,Business,Local Travel,11.55,April
2024-04-19,2024-04-19 17:28:27,2024-04-19 17:57:02,28.6,"-26.1256, 27.904","-26.1119, 27.8914",4.12,Business,Meeting,19.12,April
2024-04-22,2024-04-22 08:13:46,2024-04-22 08:29:08,15.4,"-26.1095, 27.8958","-26.1295, 27.9024",2.57,Business,Meeting,11.92,April
2024-04-23,2024-04-23 07:52:46,2024-04-23 08:47:00,54.2,"-26.1095, 27.8956","-26.0898, 28.0833",33.29,Business,Long Distance,154.47,April
2024-04-23,2024-04-23 10:25:13,2024-04-23 10:37:14,12.0,"-26.09, 28.0823","-26.106, 28.0564",4.47,Business,Meeting,20.74,April
2024-04-23,2024-04-23 11:17:09,2024-04-23 11:47:20,30.2,"-26.106, 28.0562","-26.1047, 27.9271",14.78,Business,Client Visit,68.58,April
2024-04-23,2024-04-23 11:54:47,2024-04-23 12:35:21,40.6,"-26.1047, 27.924","-26.1295, 27.9028",6.33,Business,Client Visit,29.37,April
2024-04-23,2024-04-23 15:58:39,2024-04-23 16:26:03,27.4,"-26.1295, 27.9028","-26.1371, 27.8911",1.45,Business,Meeting,6.73,April
2024-04-23,2024-04-23 16:35:11,2024-04-23 17:01:50,26.6,"-26.132, 27.8359","-26.1095, 27.8957",9.04,Business,Client Visit,41.95,April
2024-04-24,2024-04-24 08:45:11,2024-04-24 09:28:43,43.5,"-26.1294, 27.9024","-26.0098, 27.9947",16.2,Business,Meeting,75.17,April
2024-04-24,2024-04-24 11:53:24,2024-04-24 12:24:15,30.9,"-26.0098, 27.9947","-26.1295, 27.9024",17.48,Business,Client Visit,81.11,April
2024-04-24,2024-04-24 15:17:17,2024-04-24 15:30:16,13.0,"-26.1293, 27.9027","-26.1095, 27.8958",3.53,Business,Meeting,16.38,April
2024-04-25,2024-04-25 06:43:58,2024-04-25 07:02:29,18.5,"-26.1094, 27.8957","-26.1296, 27.903",3.95,Business,Local Travel,18.33,April
2024-04-25,2024-04-25 13:38:53,2024-04-25 13:55:10,16.3,"-26.1295, 27.903","-26.1095, 27.8957",3.79,Business,Meeting,17.59,April
2024-04-26,2024-04-26 06:59:24,2024-04-26 07:15:12,15.8,"-26.1095, 27.8956","-26.1295, 27.9029",4.27,Business,Local Travel,19.81,April
2024-04-26,2024-04-26 10:46:33,2024-04-26 11:23:40,37.1,"-26.1294, 27.9024","-26.0984, 28.0455",16.74,Business,Client Visit,77.67,April
2024-04-26,2024-04-26 13:56:32,2024-04-26 14:47:43,51.2,"-26.0982, 28.0455","-26.0923, 27.9778",7.62,Business,Client Visit,35.36,April
2024-04-26,2024-04-26 15:28:52,2024-04-26 15:47:18,18.4,"-26.1298, 27.9042","-26.132, 27.8335",8.0,Business,Client Visit,37.12,April
2024-04-26,2024-04-26 17:37:53,2024-04-26 18:07:54,30.0,"-26.1309, 27.8361","-26.1051, 27.9268",12.16,Business,Client Visit,56.42,April
2024-04-26,2024-04-26 18:44:20,2024-04-26 19:05:03,20.7,"-26.1048, 27.9269","-26.1094, 27.8957",4.58,Business,Local Travel,21.25,April
2024-04-27,2024-04-27 10:28:19,2024-04-27 11:12:28,44.1,"-26.1094, 27.8957","-26.1051, 27.9254",3.85,Business,Meeting,17.86,April
2024-04-27,2024-04-27 11:25:35,2024-04-27 11:30:29,4.9,"-26.1043, 27.9272","-26.1094, 27.8859",4.17,Business,Meeting,19.35,April
2024-04-27,2024-04-27 11:45:27,2024-04-27 11:58:10,12.7,"-26.1047, 27.9268","-26.1722, 27.9126",8.28,Business,Client Visit,38.42,April
2024-04-27,2024-04-27 12:00:37,2024-04-27 12:25:33,24.9,"-26.1722, 27.9127","-26.1097, 27.8859",8.8,Business,Client Visit,40.83,April
2024-04-27,2024-04-27 15:34:00,2024-04-27 15:58:58,25.0,"-26.1006, 27.9061","-26.1095, 27.8956",1.44,Business,Meeting,6.68,April
2024-04-29,2024-04-29 07:53:15,2024-04-29 08:18:49,25.6,"-26.1007, 27.8998","-26.0835, 27.9265",3.28,Business,Local Travel,15.22,April
2024-04-29,2024-04-29 17:37:59,2024-04-29 18:06:02,28.1,"-26.0835, 27.9265","-26.1094, 27.8958",4.79,Business,Meeting,22.23,April
2024-04-30,2024-04-30 09:03:02,2024-04-30 09:22:25,19.4,"-26.1094, 27.8958","-26.0811, 27.854",7.8,Business,Client Visit,36.19,April
2024-04-30,2024-04-30 10:31:34,2024-04-30 11:01:54,30.3,"-26.0811, 27.854","-26.0818, 27.9264",9.29,Business,Client Visit,43.11,April
2024-04-30,2024-04-30 16:07:35,2024-04-30 16:16:35,9.0,"-26.0818, 27.9263","-26.105, 27.927",2.61,Business,Meeting,12.11,April
2024-04-30,2024-04-30 16:21:08,2024-04-30 16:28:20,7.2,"-26.1051, 27.9265","-26.1045, 27.8994",2.98,Business,Meeting,13.83,April
2024-05-01,2024-05-01 12:41:26,2024-05-01 12:54:10,12.7,"-26.1103, 27.8967","-26.1046, 27.9269",3.84,Business,Meeting,17.82,May
2024-05-02,2024-05-02 10:59:51,2024-05-02 11:10:59,11.1,"-26.1094, 27.8958","-26.0852, 27.8035",11.73,Business,Client Visit,54.43,May
2024-05-02,2024-05-02 11:51:32,2024-05-02 12:08:05,16.6,"-26.0855, 27.8034","-26.1021, 27.7419",7.67,Business,Client Visit,35.59,May
2024-05-02,2024-05-02 12:24:00,2024-05-02 12:40:20,16.3,"-26.1021, 27.7418","-26.0847, 27.7793",5.54,Business,Client Visit,25.71,May
2024-05-02,2024-05-02 12:53:46,2024-05-02 13:26:28,32.7,"-26.0846, 27.7793","-26.105, 27.927",15.93,Business,Client Visit,73.92,May
2024-05-02,2024-05-02 13:36:50,2024-05-02 13:57:24,20.6,"-26.1027, 27.9273","-26.1094, 27.8958",3.23,Business,Meeting,14.99,May
2024-05-03,2024-05-03 04:06:52,2024-05-04 13:19:00,1992.1,"-26.1035, 27.8961","-26.0673, 27.8464",7.25,Business,General Travel,33.64,May
2024-05-04,2024-05-04 16:53:59,2024-05-04 17:06:34,12.6,"-26.1088, 27.8857","-26.1094, 27.8958",1.0,Business,Meeting,4.64,May
2024-05-06,2024-05-06 06:38:36,2024-05-06 07:10:54,32.3,"-26.1093, 27.8963","-26.1294, 27.9033",4.55,Business,Local Travel,21.11,May
2024-05-06,2024-05-06 13:04:24,2024-05-06 13:12:15,7.8,"-26.1294, 27.9028","-26.105, 27.927",3.64,Business,Meeting,16.89,May
2024-05-06,2024-05-06 13:15:32,2024-05-06 13:27:00,11.5,"-26.1051, 27.9268","-26.0844, 27.9273",2.31,Business,Meeting,10.72,May
2024-05-06,2024-05-06 13:56:02,2024-05-06 14:39:26,43.4,"-26.0781, 27.9273","-25.7897, 28.2779",66.77,Business,Client Visit,309.81,May
2024-05-06,2024-05-06 17:25:32,2024-05-06 18:41:06,75.6,"-25.7897, 28.2785","-26.1085, 27.8951",64.98,Business,Client Visit,301.51,May
2024-05-07,2024-05-07 10:28:58,2024-05-07 11:17:26,48.5,"-26.1094, 27.8958","-26.2347, 28.0916",32.22,Business,Client Visit,149.5,May
2024-05-07,2024-05-07 13:01:07,2024-05-07 13:34:00,32.9,"-26.2334, 28.0926","-26.1505, 28.1728",17.46,Business,Client Visit,81.01,May
2024-05-07,2024-05-07 14:30:21,2024-05-07 15:12:13,41.9,"-26.1516, 28.1829","-26.1049, 27.9268",37.81,Business,Client Visit,175.44,May
2024-05-07,2024-05-07 15:15:58,2024-05-07 15:29:22,13.4,"-26.0974, 27.9071","-26.1094, 27.8958",1.75,Business,Meeting,8.12,May
2024-05-07,2024-05-07 15:41:14,2024-05-07 15:52:25,11.2,"-26.1088, 27.8951","-26.105, 27.9267",3.73,Business,Meeting,17.31,May
2024-05-07,2024-05-07 16:00:04,2024-05-07 16:48:58,48.9,"-26.103, 27.9273","-26.1112, 27.8918",3.66,Business,Meeting,16.98,May
2024-05-08,2024-05-08 16:02:17,2024-05-08 16:18:30,16.2,"-26.1293, 27.9032","-26.1092, 27.8859",3.01,Business,Meeting,13.97,May
2024-05-09,2024-05-09 08:00:28,2024-05-09 08:53:02,52.6,"-26.1094, 27.8957","-26.1208, 28.0906",35.91,Business,Meeting,166.62,May
2024-05-09,2024-05-09 09:48:37,2024-05-09 10:07:53,19.3,"-26.119, 28.094","-26.1131, 28.0207",8.75,Business,Client Visit,40.6,May
2024-05-09,2024-05-09 12:29:10,2024-05-09 13:11:43,42.5,"-26.1139, 28.0155","-26.0633, 27.8394",21.29,Business,Client Visit,98.79,May
2024-05-09,2024-05-09 13:25:44,2024-05-09 13:41:02,15.3,"-26.0632, 27.8393","-26.1092, 27.886",6.99,Business,Client Visit,32.43,May
2024-05-09,2024-05-09 13:53:37,2024-05-09 14:04:58,11.3,"-26.1088, 27.8858","-26.1112, 27.8918",1.15,Business,Meeting,5.34,May
2024-05-10,2024-05-10 08:42:12,2024-05-10 09:20:33,38.4,"-26.1294, 27.9031","-26.0907, 28.0816",22.36,Business,Meeting,103.75,May
2024-05-10,2024-05-10 12:49:05,2024-05-10 13:32:07,43.0,"-26.0904, 28.0818","-26.1306, 27.9042",21.25,Business,Client Visit,98.6,May
2024-05-10,2024-05-10 15:55:02,2024-05-10 16:03:37,8.6,"-26.1289, 27.9025","-26.1092, 27.886",3.51,Business,Meeting,16.29,May
2024-05-10,2024-05-10 16:16:08,2024-05-10 16:31:04,14.9,"-26.1092, 27.886","-26.1014, 27.9013",1.76,Business,Meeting,8.17,May
2024-05-11,2024-05-11 13:08:37,2024-05-11 13:16:10,7.5,"-26.1089, 27.8857","-26.1086, 27.8952",1.53,Business,Meeting,7.1,May
2024-05-11,2024-05-11 20:38:34,2024-05-12 11:36:06,897.5,"-26.1094, 27.8956","-26.1106, 27.8871",1.73,Business,Local Travel,8.03,May
2024-05-12,2024-05-12 11:45:37,2024-05-12 12:05:41,20.1,"-26.1107, 27.8869","-26.1284, 27.8822",6.47,Business,Client Visit,30.02,May
2024-05-12,2024-05-12 15:44:08,2024-05-12 16:13:38,29.5,"-26.1284, 27.8822","-26.1073, 27.8941",9.39,Business,Client Visit,43.57,May
2024-05-12,2024-05-12 16:56:20,2024-05-13 08:18:21,922.0,"-26.1093, 27.8957","-26.1295, 27.9024",3.22,Business,Local Travel,14.94,May
2024-05-13,2024-05-13 10:44:54,2024-05-13 11:10:02,25.1,"-26.1296, 27.9024","-26.0444, 28.0242",17.52,Business,Client Visit,81.29,May
2024-05-13,2024-05-13 12:33:39,2024-05-13 13:00:37,27.0,"-26.0446, 28.0238","-26.1091, 27.8875",19.65,Business,Client Visit,91.18,May
2024-05-13,2024-05-13 13:13:11,2024-05-13 13:26:36,13.4,"-26.1092, 27.8861","-26.104, 27.8984",1.35,Business,Meeting,6.26,May
2024-05-14,2024-05-14 06:40:29,2024-05-14 06:56:54,16.4,"-26.1093, 27.8957","-26.1307, 27.9038",2.94,Business,Local Travel,13.64,May
2024-05-14,2024-05-14 10:01:15,2024-05-14 10:46:56,45.7,"-26.1299, 27.9041","-26.1517, 28.1828",41.31,Business,Client Visit,191.68,May
2024-05-14,2024-05-14 11:19:47,2024-05-14 12:09:23,49.6,"-26.1517, 28.1829","-26.1095, 27.8955",39.29,Business,Client Visit,182.31,May
2024-05-15,2024-05-15 08:28:37,2024-05-15 09:17:38,49.0,"-26.0995, 27.9043","-26.1773, 28.0106",18.86,Business,Meeting,87.51,May
2024-05-15,2024-05-15 10:08:56,2024-05-15 10:18:44,9.8,"-26.1775, 28.0108","-26.1623, 28.048",5.79,Business,Client Visit,26.87,May
2024-05-15,2024-05-15 12:59:52,2024-05-15 13:53:08,53.3,"-26.162, 28.0476","-26.1094, 27.8958",20.48,Business,Client Visit,95.03,May
2024-05-16,2024-05-16 08:33:22,2024-05-16 08:49:24,16.0,"-26.1088, 27.8951","-26.0516, 27.8911",8.93,Business,Meeting,41.44,May
2024-05-16,2024-05-16 09:18:57,2024-05-16 09:45:43,26.8,"-26.0512, 27.8909","-26.0329, 28.0123",16.61,Business,Client Visit,77.07,May
2024-05-16,2024-05-16 10:28:55,2024-05-16 10:41:10,12.2,"-26.0328, 28.0127","-26.0097, 27.9949",3.13,Business,Meeting,14.52,May
2024-05-16,2024-05-16 12:07:54,2024-05-16 12:39:33,31.6,"-26.0154, 27.9994","-26.105, 27.9268",12.89,Business,Client Visit,59.81,May
2024-05-16,2024-05-16 12:41:35,2024-05-16 12:55:08,13.6,"-26.1049, 27.9269","-26.1094, 27.8958",3.49,Business,Meeting,16.19,May
2024-05-17,2024-05-17 06:43:42,2024-05-17 06:58:37,14.9,"-26.1096, 27.8958","-26.1295, 27.9028",3.06,Business,Local Travel,14.2,May
2024-05-17,2024-05-17 15:40:11,2024-05-17 15:57:42,17.5,"-26.1295, 27.9029","-26.1112, 27.8918",2.67,Business,Meeting,12.39,May
2024-05-20,2024-05-20 06:31:17,2024-05-20 06:48:30,17.2,"-26.1093, 27.8958","-26.1294, 27.9028",3.97,Business,Local Travel,18.42,May
2024-05-20,2024-05-20 16:08:05,2024-05-20 16:36:30,28.4,"-26.128, 27.9021","-26.1079, 27.8866",3.27,Business,Meeting,15.17,May
2024-05-21,2024-05-21 08:28:13,2024-05-21 08:43:37,15.4,"-26.1094, 27.8957","-26.1472, 27.8927",6.38,Business,Meeting,29.6,May
2024-05-21,2024-05-21 11:15:31,2024-05-21 11:50:38,35.1,"-26.147, 27.8927","-26.0968, 27.7918",11.79,Business,Client Visit,54.71,May
2024-05-21,2024-05-21 12:40:08,2024-05-21 13:16:49,36.7,"-26.1143, 27.8068","-26.1092, 27.886",10.12,Business,Client Visit,46.96,May
2024-05-21,2024-05-21 13:27:08,2024-05-21 13:41:10,14.0,"-26.1092, 27.8861","-26.1094, 27.8958",2.06,Business,Meeting,9.56,May
2024-05-22,2024-05-22 07:54:32,2024-05-22 08:12:17,17.8,"-26.1093, 27.8957","-26.1296, 27.9034",4.46,Business,Local Travel,20.69,May
2024-05-22,2024-05-22 16:09:43,2024-05-22 16:24:35,14.9,"-26.1295, 27.9029","-26.1092, 27.8859",3.53,Business,Meeting,16.38,May
2024-05-22,2024-05-22 16:38:07,2024-05-22 16:45:44,7.6,"-26.1092, 27.886","-26.1098, 27.8958",2.72,Business,Meeting,12.62,May
2024-05-23,2024-05-23 06:37:23,2024-05-23 06:57:06,19.7,"-26.1093, 27.8957","-26.1264, 27.9091",2.4,Business,Local Travel,11.14,May
2024-05-23,2024-05-23 15:55:17,2024-05-23 16:26:38,31.4,"-26.1294, 27.9028","-26.1277, 27.9032",1.1,Business,Meeting,5.1,May
2024-05-24,2024-05-24 06:28:24,2024-05-24 06:41:48,13.4,"-26.1094, 27.8958","-26.1294, 27.9029",3.47,Business,Local Travel,16.1,May
2024-05-24,2024-05-24 10:41:03,2024-05-24 11:03:36,22.6,"-26.0809, 27.8542","-26.0789, 27.7798",8.74,Business,Client Visit,40.55,May
2024-05-24,2024-05-24 11:11:11,2024-05-24 11:41:35,30.4,"-26.0789, 27.7798","-26.1304, 27.9035",14.23,Business,Client Visit,66.03,May
2024-05-24,2024-05-24 15:46:18,2024-05-24 16:06:19,20.0,"-26.1257, 27.9039","-26.1089, 27.8862",2.78,Business,Meeting,12.9,May
2024-05-24,2024-05-24 19:02:42,2024-05-24 19:18:40,16.0,"-26.1092, 27.886","-26.1076, 27.8945",1.52,Business,Local Travel,7.05,May
2024-05-25,2024-05-25 13:25:12,2024-05-25 13:33:39,8.4,"-26.105, 27.9261","-26.1095, 27.8958",3.75,Business,Meeting,17.4,May
2024-05-25,2024-05-25 13:52:13,2024-05-25 14:00:47,8.6,"-26.1096, 27.8958","-26.1088, 27.8859",1.53,Business,Meeting,7.1,May
2024-05-25,2024-05-25 14:26:10,2024-05-25 14:37:16,11.1,"-26.1085, 27.886","-26.0972, 27.8672",3.44,Business,Meeting,15.96,May
2024-05-25,2024-05-25 14:43:39,2024-05-25 14:57:16,13.6,"-26.0965, 27.8674","-26.1102, 27.8929",3.91,Business,Meeting,18.14,May
2024-05-25,2024-05-25 21:50:31,2024-05-26 18:23:39,1233.1,"-26.1065, 27.8938","-26.1128, 27.8346",8.98,Business,General Travel,41.67,May
2024-05-27,2024-05-27 06:46:55,2024-05-27 06:59:59,13.1,"-26.1094, 27.8957","-26.1294, 27.9023",3.13,Business,Local Travel,14.52,May
2024-05-27,2024-05-27 07:57:03,2024-05-27 08:31:01,34.0,"-26.1295, 27.9046","-26.0445, 28.024",17.73,Business,General Travel,82.27,May
2024-05-27,2024-05-27 09:16:14,2024-05-27 09:38:59,22.8,"-26.0446, 28.0237","-26.1296, 27.903",17.22,Business,Client Visit,79.9,May
2024-05-27,2024-05-27 15:59:19,2024-05-27 16:18:39,19.3,"-26.1279, 27.9021","-26.1102, 27.8968",2.22,Business,Meeting,10.3,May
2024-05-28,2024-05-28 06:37:49,2024-05-28 07:01:27,23.6,"-26.104, 27.9002","-26.1295, 27.9029",2.87,Business,Local Travel,13.32,May
2024-05-28,2024-05-28 09:04:44,2024-05-28 09:41:22,36.6,"-26.1294, 27.9028","-26.1132, 28.0552",18.69,Business,Client Visit,86.72,May
2024-05-28,2024-05-28 10:48:39,2024-05-28 11:18:39,30.0,"-26.1134, 28.0539","-26.1304, 27.9035",17.01,Business,Client Visit,78.93,May
2024-05-28,2024-05-28 16:06:34,2024-05-28 16:18:39,12.1,"-26.1294, 27.9031","-26.1102, 27.8853",3.0,Business,Meeting,13.92,May
2024-05-28,2024-05-28 16:36:12,2024-05-28 16:50:44,14.5,"-26.112, 27.8927","-26.1094, 27.8958",1.43,Business,Meeting,6.64,May
2024-05-29,2024-05-29 06:35:04,2024-05-29 07:10:50,35.8,"-26.1094, 27.8958","-26.1225, 27.8345",7.59,Business,General Travel,35.22,May
2024-05-29,2024-05-29 07:29:20,2024-05-29 07:52:14,22.9,"-26.1225, 27.8345","-26.1085, 27.8949",7.5,Business,General Travel,34.8,May
2024-05-29,2024-05-29 10:48:40,2024-05-29 11:00:26,11.8,"-26.1097, 27.8859","-26.1082, 27.8962",1.04,Business,Meeting,4.83,May
2024-06-01,2024-06-01 08:47:15,2024-06-01 08:58:24,11.2,"-26.0815, 27.9269","-26.1094, 27.8958",5.23,Business,Meeting,24.27,June
2024-06-01,2024-06-01 09:42:37,2024-06-01 09:53:59,11.4,"-26.1079, 27.8947","-26.142, 27.9209",5.98,Business,Client Visit,27.75,June
2024-06-01,2024-06-01 10:21:11,2024-06-01 10:38:26,17.2,"-26.1413, 27.9207","-26.1045, 27.9264",5.15,Business,Client Visit,23.9,June
2024-06-01,2024-06-01 10:57:49,2024-06-01 11:18:40,20.9,"-26.1091, 27.9158","-26.1095, 27.8956",2.82,Business,Meeting,13.08,June
2024-06-02,2024-06-02 12:11:13,2024-06-02 12:20:43,9.5,"-26.1096, 27.8955","-26.1092, 27.886",1.05,Business,Meeting,4.87,June
2024-06-02,2024-06-02 12:48:39,2024-06-02 12:57:39,9.0,"-26.1094, 27.8858","-26.1157, 27.8968",1.33,Business,Meeting,6.17,June
2024-06-03,2024-06-03 07:53:55,2024-06-03 08:22:56,29.0,"-26.1096, 27.8955","-26.1294, 27.9028",4.02,Business,Local Travel,18.65,June
2024-06-03,2024-06-03 15:59:35,2024-06-03 16:11:32,11.9,"-26.1295, 27.9029","-26.0826, 27.9274",5.83,Business,Client Visit,27.05,June
2024-06-03,2024-06-03 16:27:18,2024-06-03 16:48:28,21.2,"-26.0819, 27.9268","-26.1094, 27.8958",5.86,Business,Client Visit,27.19,June
2024-06-04,2024-06-04 09:27:55,2024-06-04 10:21:31,53.6,"-26.1032, 27.8973","-26.2345, 28.0925",34.08,Business,Client Visit,158.13,June
2024-06-04,2024-06-04 11:27:07,2024-06-04 12:02:21,35.2,"-26.233, 28.092","-26.0601, 27.9743",41.41,Business,Client Visit,192.14,June
2024-06-04,2024-06-04 13:30:24,2024-06-04 13:53:38,23.2,"-26.06, 27.9738","-26.1047, 27.924",7.43,Business,Client Visit,34.48,June
2024-06-04,2024-06-04 14:05:33,2024-06-04 14:12:38,7.1,"-26.104, 27.9235","-26.1096, 27.8957",3.42,Business,Meeting,15.87,June
2024-06-05,2024-06-05 08:20:04,2024-06-05 08:41:54,21.8,"-26.1044, 27.8991","-26.0809, 27.8543",6.52,Business,Meeting,30.25,June
2024-06-05,2024-06-05 10:43:48,2024-06-05 11:11:55,28.1,"-26.1142, 27.8948","-26.1294, 27.9027",2.15,Business,Meeting,9.98,June
2024-06-06,2024-06-06 10:25:32,2024-06-06 10:33:56,8.4,"-26.0829, 27.9262","-26.1038, 27.9242",2.39,Business,Meeting,11.09,June
2024-06-06,2024-06-06 10:43:40,2024-06-06 11:31:28,47.8,"-26.1039, 27.9244","-26.0816, 27.9268",13.27,Business,Client Visit,61.57,June
2024-06-06,2024-06-06 15:26:25,2024-06-06 15:37:09,10.7,"-26.1294, 27.9029","-26.1112, 27.8967",2.18,Business,Meeting,10.12,June
2024-06-06,2024-06-06 15:58:02,2024-06-06 16:15:44,17.7,"-26.1094, 27.8958","-26.1213, 27.9017",1.44,Business,Meeting,6.68,June
2024-06-06,2024-06-06 18:09:46,2024-06-06 18:28:26,18.7,"-26.1294, 27.9031","-26.1098, 27.8971",4.16,Business,Local Travel,19.3,June
2024-06-07,2024-06-07 06:40:52,2024-06-07 06:58:40,17.8,"-26.1094, 27.8957","-26.1306, 27.9063",2.73,Business,Local Travel,12.67,June
2024-06-07,2024-06-07 08:19:51,2024-06-07 09:22:10,62.3,"-26.1294, 27.9025","-26.1114, 28.055",21.09,Business,Meeting,97.86,June
2024-06-07,2024-06-07 12:05:28,2024-06-07 12:20:44,15.3,"-26.1135, 28.0547","-26.113, 28.0205",3.85,Business,Meeting,17.86,June
